Fund Code,Date,Cash Flow,Expenses,ROC,Dist. Sub. To Recall,Income,Growth,Book,NAV,Commitment,Qtr Valuation,Notes,Type
BEEN032017GB,5/17/17,2580,,,,, $-   ,-2580,-2580, $-   ,,,Distribution
BEEN032017GB,6/30/17,,,,,,12372, $-   ,12372, $-   ,1474507,,NAV
BEEN032017GB,7/28/17,-38405,,,,, $-   ,38405,38405,-38405,,,Contribution
BEEN032017GB,7/28/17,286986,,286986,286986,, $-   ,-286986,-286986,286986,,,Contribution
BEEN032017GB,7/28/17,8772,,,,, $-   ,-8772,-8772, $-   ,,,Distribution
BEEN032017GB,9/30/17,,,,,,141898, $-   ,141898, $-   ,1359052,,NAV
BEEN032017GB,11/10/17,42308,,,,, $-   ,-42308,-42308, $-   ,,,Distribution
BEEN032017GB,11/10/17,7470,,,,, $-   ,-7470,-7470, $-   ,,,Contribution
BEEN032017GB,12/22/17,-153846,,,,, $-   ,153846,153846,-153846,,,Contribution
BEEN032017GB,12/31/17,,,,,,361930, $-   ,361930, $-   ,1825050,,NAV
BEEN032017GB,2/7/18,-252738,,,,, $-   ,252738,252738,-252738,,,Contribution
BEEN032017GB,3/29/18,-450000,,,,, $-   ,450000,450000,-450000,,,Contribution
BEEN032017GB,3/31/18,,,,,,107294, $-   ,107294, $-   ,2635082,,NAV
BEEN032017GB,6/12/18,-240000,,,,, $-   ,240000,240000,-240000,,,Contribution
GSVD052018GB,1/1/18,,,,,,,,,2000000,,,Committed Capital
GSVD052018GB,1/18/18,-100000,,,,, $-   ,100000,100000,-100000,,,Contribution
WCPE042017AF,1/1/17, $-   ,,,,,,,,2500000,,,Committed Capital
WCPE042017AF,8/21/17,-507876,,,,, $-   ,507876,507876,-507876,,,Contribution
WCPE042017AF,9/30/17,,,,,,-42842, $-   ,-42842, $-   ,465034,,NAV
WCPE042017AF,11/16/17,-132314,,,,, $-   ,132314,132314,-132314,,,Contribution
WCPE042017AF,12/31/17,,,,,,-11155, $-   ,-11155, $-   ,586193,,NAV
WCPE042017AF,3/31/18,,,,,,-6820, $-   ,-6820, $-   ,579373,,NAV
WCPE042017AF,5/14/18,-165631,,,,, $-   ,165631,165631,-165631,,,Contribution
WCPE032011AF,3/1/11, $-   ,,,,,,,,3000000,,,Commitment
WCPE032011AF,3/24/11,-233020,,,,, $-   ,233020,233020,-233020,,,Contribution
WCPE032011AF,4/18/11,-51016,,,,, $-   ,51016,51016,-51016,,,Contribution
WCPE032011AF,6/30/11,,,,,,-16212, $-   ,-16212, $-   ,267824,,NAV
WCPE032011AF,8/3/11,-22553,,,,, $-   ,22553,22553,-22553,,,Contribution
WCPE032011AF,9/23/11,-124256,,,,, $-   ,124256,124256,-124256,,,Contribution
WCPE032011AF,9/30/11,,,,,,-137332, $-   ,-137332, $-   ,277301,,NAV
WCPE032011AF,10/24/11,-101580,,,,, $-   ,101580,101580,-101580,,,Contribution
WCPE032011AF,12/31/11,,,,,,249861, $-   ,249861, $-   ,628742,,NAV
WCPE032011AF,1/13/12,-115480,,,,, $-   ,115480,115480,-115480,,,Contribution
WCPE032011AF,3/31/12,,,,,,119021, $-   ,119021, $-   ,863243,,NAV
WCPE032011AF,4/17/12,514,,,,, $-   ,-514,-514, $-   ,,,Distribution
WCPE032011AF,6/30/12,,,,,,26086, $-   ,26086, $-   ,888815,,NAV
WCPE032011AF,9/30/12,,,,,,131748, $-   ,131748, $-   ,1020563,,NAV
WCPE032011AF,11/30/12,-128241,,,,, $-   ,128241,128241,-128241,,,Contribution
WCPE032011AF,12/31/12,,,,,,50013, $-   ,50013, $-   ,1198817,,NAV
WCPE032011AF,2/1/13,-17656,,,,, $-   ,17656,17656,-17656,,,Contribution
WCPE032011AF,2/1/13,127364,,,,, $-   ,-127364,-127364, $-   ,,,Distribution
WCPE032011AF,3/30/13,,,,,,96581, $-   ,96581, $-   ,1185690,,NAV
WCPE032011AF,4/15/13,259,,,,, $-   ,-259,-259, $-   ,,,Distribution
WCPE032011AF,6/30/13,,,,,,81699, $-   ,81699, $-   ,1267130,,NAV
WCPE032011AF,9/30/13,,,,,,125242, $-   ,125242, $-   ,1392372,,NAV
WCPE032011AF,12/10/13,-82057,,,,, $-   ,82057,82057,-82057,,,Contribution
WCPE032011AF,12/31/13,,,,,,-26891, $-   ,-26891, $-   ,1447538,,NAV
WCPE032011AF,3/31/14,,,,,,-39446, $-   ,-39446, $-   ,1408092,,NAV
WCPE032011AF,6/20/14,-42400,,,,, $-   ,42400,42400,-42400,,,Contribution
WCPE032011AF,6/20/14,185407,,,,, $-   ,-185407,-185407, $-   ,,,Distribution
WCPE032011AF,6/30/14,,,,,,14380, $-   ,14380, $-   ,1279465,,NAV
WCPE032011AF,9/30/14,,,,,,-41861, $-   ,-41861, $-   ,1237604,,NAV
WCPE032011AF,12/31/14,,,,,,332808, $-   ,332808, $-   ,1570412,,NAV
WCPE032011AF,2/13/15,-368759,,,,, $-   ,368759,368759,-368759,,,Contribution
WCPE032011AF,2/23/15,751,,,,, $-   ,-751,-751, $-   ,,,Distribution
WCPE032011AF,3/31/15,,,,,,177472, $-   ,177472, $-   ,2115892,,NAV
WCPE032011AF,5/18/15,-298347,,,,, $-   ,298347,298347,-298347,,,Contribution
WCPE032011AF,6/30/15,,,,,,107576, $-   ,107576, $-   ,2521815,,NAV
WCPE032011AF,8/28/15,-2193,,,,, $-   ,2193,2193,-2193,,,Contribution
WCPE032011AF,8/28/15,330357,,,,, $-   ,-330357,-330357, $-   ,,,Distribution
WCPE032011AF,9/29/15,-73794,,,,, $-   ,73794,73794,-73794,,,Contribution
WCPE032011AF,9/30/15,,,,,,-228211, $-   ,-228211, $-   ,2039234,,NAV
WCPE032011AF,12/31/15,,,,,,93409, $-   ,93409, $-   ,2132643,,NAV
WCPE032011AF,1/11/16,-23935,,,,, $-   ,23935,23935,-23935,,,Contribution
WCPE032011AF,1/11/16,401093,,,,, $-   ,-401093,-401093, $-   ,,,Distribution
WCPE032011AF,1/29/16,-375942,,,,, $-   ,375942,375942,-375942,,,Contribution
WCPE032011AF,3/31/16,,,,,,-31023, $-   ,-31023, $-   ,2100404,,NAV
WCPE032011AF,4/18/16,-276934,,,,, $-   ,276934,276934,-276934,,,Contribution
WCPE032011AF,6/16/16,-45450,,,,, $-   ,45450,45450,-45450,,,Contribution
WCPE032011AF,6/27/16,914,,,,, $-   ,-914,-914, $-   ,,,Distribution
WCPE032011AF,6/30/16,,,,,,56579, $-   ,56579, $-   ,2478453,,NAV
WCPE032011AF,9/9/16,156111,,,,, $-   ,-156111,-156111, $-   ,,,Distribution
WCPE032011AF,9/30/16,,,,,,-116959, $-   ,-116959, $-   ,2205383,,NAV
WCPE032011AF,10/1/16,2141,,,,, $-   ,-2141,-2141, $-   ,,,Distribution
WCPE032011AF,12/31/16,,,,,,-29893, $-   ,-29893, $-   ,2173349,,NAV
WCPE032011AF,3/31/17,,,,,,113759, $-   ,113759, $-   ,2287108,,NAV
WCPE032011AF,4/11/17,-56296,,,,, $-   ,56296,56296,-56296,,,Contribution
WCPE032011AF,4/11/17,220643,,,,, $-   ,-220643,-220643, $-   ,,,Distribution
WCPE032011AF,6/28/17,51660,,,,, $-   ,-51660,-51660, $-   ,,,Distribution
WCPE032011AF,6/30/17,,,,,,87383, $-   ,87383, $-   ,2158484,,NAV
WCPE032011AF,8/10/17,-55701,,,,, $-   ,55701,55701,-55701,,,Contribution
WCPE032011AF,8/10/17,96243,,,,, $-   ,-96243,-96243, $-   ,,,Distribution
WCPE032011AF,9/30/17,,,,,,-71591, $-   ,-71591, $-   ,2046351,,NAV
WCPE032011AF,12/31/17,,,,,,-3980, $-   ,-3980, $-   ,2042371,,NAV
WCPE032011AF,2/20/18,-76958,,,,, $-   ,76958,76958,-76958,,,Contribution
CCDD062016AF,10/1/16, $-   ,,,,,,,,3500000,,,Commitment
CCDD062016AF,11/2/16,-529607,,,,, $-   ,529607,529607,-529607,,,Contribution
CCDD062016AF,11/2/16,154983,,154983,154983,, $-   ,-154983,-154983,154983,,,Distribution
CCDD062016AF,11/2/16,-25244,-25244,,,, $-   , $-   , $-   ,-25244,,Interest True-Up,Contribution
CCDD062016AF,12/31/16,,,,,,63566, $-   ,63566, $-   ,438190,,NAV
CCDD062016AF,1/12/17,1287,1287,,,, $-   , $-   , $-   , $-   ,,Interest True-Up,Distribution
CCDD062016AF,1/12/17,24741,,24741,24741,, $-   ,-24741,-24741,24741,,,Contribution
CCDD062016AF,1/12/17,-7240,,,,, $-   ,7240,7240,-7240,,,Distribution
CCDD062016AF,3/9/17,1447,1447,,,, $-   , $-   , $-   , $-   ,,Interest True-Up,Distribution
CCDD062016AF,3/9/17,23761,,23761,23761,, $-   ,-23761,-23761,23761,,,Contribution
CCDD062016AF,3/9/17,-6953,,,,, $-   ,6953,6953,-6953,,,Distribution
CCDD062016AF,3/30/17,-317246,,,,, $-   ,317246,317246,-317246,,,Contribution
CCDD062016AF,3/31/17,,,,,,59840, $-   ,59840, $-   ,780968,,NAV
CCDD062016AF,4/28/17,2281,2281,,,, $-   , $-   , $-   , $-   ,,Interest True-Up,Distribution
CCDD062016AF,4/28/17,54095,,54095,54095,, $-   ,-54095,-54095,54095,,,Contribution
CCDD062016AF,4/28/17,-9540,,,,, $-   ,9540,9540,-9540,,,Distribution
CCDD062016AF,6/30/17,,,,,,65360, $-   ,65360, $-   ,801772,,NAV
CCDD062016AF,8/28/17,-37625,,,,, $-   ,37625,37625,-37625,,,Contribution
CCDD062016AF,9/30/17,,,,,,21698, $-   ,21698, $-   ,861095,,NAV
CCDD062016AF,10/1/17,-30625,,,,, $-   ,30625,30625,-30625,,,Contribution
CCDD062016AF,11/9/17,-306250,,,,, $-   ,306250,306250,-306250,,,Contribution
CCDD062016AF,11/16/17,-481250,,,,, $-   ,481250,481250,-481250,,,Contribution
CCDD062016AF,12/19/17,115,,,,, $-   ,-115,-115, $-   ,,,Distribution
CCDD062016AF,12/31/17,,,,,,118944, $-   ,118944, $-   ,1798049,,NAV
CCDD062016AF,3/2/18,175000,,175000,175000,, $-   ,-175000,-175000,175000,,,Distribution
CCDD062016AF,3/31/18,,,,,,-261010, $-   ,-261010, $-   ,1362039,,NAV
CCDD062016AF,4/2/18,-128625,,,,, $-   ,128625,128625,-128625,,-3.70%,Contribution
PSPE042014AF,1/1/15, $-   ,,,,,,,,2000000,,,Commitment
PSPE042014AF,1/5/15,-38250,,,,, $-   ,38250,38250,-38250,,,Contribution
PSPE042014AF,3/31/15,,,,,,-23893, $-   ,-23893, $-   ,14357,,NAV
PSPE042014AF,4/1/15,-7722,,,,, $-   ,7722,7722,-7722,,,Contribution
PSPE042014AF,6/26/15,-175371,,,,, $-   ,175371,175371,-175371,,,Contribution
PSPE042014AF,6/30/15,,,,,,-14281, $-   ,-14281, $-   ,183169,,NAV
PSPE042014AF,9/30/15,,,,,,-12747, $-   ,-12747, $-   ,170422,,NAV
PSPE042014AF,10/1/15,-7699,,,,, $-   ,7699,7699,-7699,,,Contribution
PSPE042014AF,11/25/15,-112000,,,,, $-   ,112000,112000,-112000,,,Contribution
PSPE042014AF,12/22/15,-82346,,,,, $-   ,82346,82346,-82346,,,Contribution
PSPE042014AF,12/31/15,,,,,,-18331, $-   ,-18331, $-   ,354136,,NAV
PSPE042014AF,3/31/16,,,,,,699, $-   ,699, $-   ,354835,,NAV
PSPE042014AF,4/1/16,-11553,,,,, $-   ,11553,11553,-11553,,,Contribution
PSPE042014AF,6/30/16,,,,,,-8513, $-   ,-8513, $-   ,357875,,NAV
PSPE042014AF,7/1/16,-11561,,,,, $-   ,11561,11561,-11561,,,Contribution
PSPE042014AF,9/16/16,-213333,,,,, $-   ,213333,213333,-213333,,,Contribution
PSPE042014AF,9/30/16,,,,,,-41030, $-   ,-41030, $-   ,541739,,NAV
PSPE042014AF,10/5/16,-198095,,,,, $-   ,198095,198095,-198095,,,Contribution
PSPE042014AF,11/17/16,25143,,,,, $-   ,-25143,-25143, $-   ,,,Distribution
PSPE042014AF,12/12/16,24000,,,,, $-   ,-24000,-24000, $-   ,,,Distribution
PSPE042014AF,12/31/16,,,,,,702550, $-   ,702550, $-   ,702550,,NAV
PSPE042014AF,1/3/17,-7691,,,,, $-   ,7691,7691,-7691,,,Contribution
PSPE042014AF,3/14/17,4648,,,,,,-4648,, $-   ,,,Distribution
PSPE042014AF,3/31/17,,,,,, $-   , $-   , $-   , $-   ,,,NAV
PSPE042014AF,4/6/17,-9257,,,,, $-   ,9257,9257,-9257,,,Contribution
PSPE042014AF,4/20/17,-213333,,,,, $-   ,213333,213333,-213333,,,Contribution
PSPE042014AF,6/30/17,,,,,,15969, $-   ,15969, $-   ,936941,,NAV
PSPE042014AF,9/30/17,,,,,,91604, $-   ,91604, $-   ,1028545,,NAV
PSPE042014AF,10/2/17,-15334,,,,, $-   ,15334,15334,-15334,,,Contribution
PSPE042014AF,11/28/17,-201905,,,,, $-   ,201905,201905,-201905,,,Contribution
PSPE042014AF,12/19/17,-48381,,,,, $-   ,48381,48381,-48381,,,Contribution
PSPE042014AF,12/31/17,,,,,,115065, $-   ,115065, $-   ,1409230,,NAV
PSPE042014AF,3/31/18,,,,,,-20939, $-   ,-20939, $-   ,1388291,,NAV
PSPE042014AF,4/2/18,-7713,,,,, $-   ,7713,7713,-7713,,,Contribution
TBPE112014AF,5/1/14, $-   ,,,,,,,,2000000,,FXI-A-19,Commitment
TBPE112014AF,3/14/14,-76530,,,,, $-   ,76530,76530,-76530,,,Contribution
TBPE112014AF,6/30/14,,,,,,-7328, $-   ,-7328, $-   ,69202,,NAV
TBPE112014AF,8/21/14,-110704,,,,, $-   ,110704,110704,-110704,,,Contribution
TBPE112014AF,9/29/14,-119302,,,,, $-   ,119302,119302,-119302,,,Contribution
TBPE112014AF,9/30/14,,,,,,-10852, $-   ,-10852, $-   ,288356,,NAV
TBPE112014AF,12/31/14,,,,,,-12518, $-   ,-12518, $-   ,275838,,NAV
TBPE112014AF,1/13/15,-310385,,,,, $-   ,310385,310385,-310385,,,Contribution
TBPE112014AF,3/2/15,-136537,,,,, $-   ,136537,136537,-136537,,,Contribution
TBPE112014AF,3/31/15,,,,,,-1342, $-   ,-1342, $-   ,721418,,NAV
TBPE112014AF,4/29/15,-220531,,,,, $-   ,220531,220531,-220531,,,Contribution
TBPE112014AF,6/30/15,,,,,,-8603, $-   ,-8603, $-   ,933346,,NAV
TBPE112014AF,7/16/15,-150950,,,,, $-   ,150950,150950,-150950,,,Contribution
TBPE112014AF,8/27/15,-84718,,,,, $-   ,84718,84718,-84718,,,Contribution
TBPE112014AF,9/30/15,,,,,,-334, $-   ,-334, $-   ,1168680,,Contribution
TBPE112014AF,10/20/15,-116469,,,,, $-   ,116469,116469,-116469,,,Contribution
TBPE112014AF,11/12/15,-116239,,,,, $-   ,116239,116239,-116239,,,Contribution
TBPE112014AF,12/31/15,,,,,,136961, $-   ,136961, $-   ,1538349,,NAV
TBPE112014AF,1/29/16,-274575,,,,, $-   ,274575,274575,-274575,,,Contribution
TBPE112014AF,3/31/16,,,,,,-2393, $-   ,-2393, $-   ,1810531,,NAV
TBPE112014AF,6/20/16,-35502,,,,, $-   ,35502,35502,-35502,,,Contribution
TBPE112014AF,6/30/16,,,,,,65210, $-   ,65210, $-   ,1911243,,NAV
TBPE112014AF,8/19/16,-203930,,,,, $-   ,203930,203930,-203930,,,Contribution
TBPE112014AF,9/20/16,11699,,11699,11699,, $-   ,-11699,-11699,11699,,,Contribution
TBPE112014AF,9/30/16,,,,,,-4395, $-   ,-4395, $-   ,2099079,,NAV
TBPE112014AF,12/31/16,,,,,,243056, $-   ,243056, $-   ,2342134,,NAV
TBPE112014AF,3/31/17,,,,,,-5671, $-   ,-5671, $-   ,2336463,,NAV
TBPE112014AF,6/27/17,-26829,,,,, $-   ,26829,26829,-26829,,,Contribution
TBPE112014AF,6/30/17,,,,,,192531, $-   ,192531, $-   ,2555824,,NAV
TBPE112014AF,7/20/17,-82153,,,,, $-   ,82153,82153,-82153,,,Contribution
TBPE112014AF,7/20/17,98256,,,98256,, $-   ,-98256,-98256,98256,,,Distribution
TBPE112014AF,8/25/17,177269,,,177269,, $-   ,-177269,-177269,177269,,,Distribution
TBPE112014AF,9/30/17,,,,,,657, $-   ,657, $-   ,2363109,,NAV
TBPE112014AF,12/12/17,147925,,,,, $-   ,-147925,-147925, $-   ,,,Distribution
TBPE112014AF,12/12/17,-10891,,,,, $-   ,10891,10891,-10891,,,Contribution
TBPE112014AF,12/31/17,,,,,,612002, $-   ,612002, $-   ,2838076,,NAV
TBPE112014AF,3/31/18,,,,,,124336, $-   ,124336, $-   ,2962413,,NAV
LHGP012015AF,5/1/15, $-   ,,,,,,,,1950000,,,Commitment
LHGP012015AF,5/20/15,-333983,,,,, $-   ,333983,333983,-333983,,,Contribution
LHGP012015AF,5/20/15,127535,,127535,127535,, $-   ,-127535,-127535,127535,,,Distribution
LHGP012015AF,6/29/15,-48887,,,,, $-   ,48887,48887,-48887,,,Contribution
LHGP012015AF,6/29/15,-16208,,-16208,,, $-   ,16208,16208,-16208,,,Distribution
LHGP012015AF,6/30/15,0,,,,, $-   ,0,0, $-   ,,,Contribution
LHGP012015AF,6/30/15,0,,0,0,, $-   ,0,0,0,,,Distribution
LHGP012015AF,9/17/15,-119502,,,,, $-   ,119502,119502,-119502,,,Contribution
LHGP012015AF,9/30/15,0,,,,, $-   ,0,0, $-   ,,,Contribution
LHGP012015AF,12/4/15,-132473,,,,, $-   ,132473,132473,-132473,,,Contribution
LHGP012015AF,12/4/15,3224,,3224,3224,, $-   ,-3224,-3224,3224,,,Distribution
LHGP012015AF,12/28/15,-18914,,,,, $-   ,18914,18914,-18914,,,Contribution
LHGP012015AF,12/28/15,18914,,18914,18914,, $-   ,-18914,-18914,18914,,,Distribution
LHGP012015AF,12/31/15,-1,,,,, $-   ,1,1,-1,,,Contribution
LHGP012015AF,12/31/15,-1,,-1,,, $-   ,1,1,-1,,,Distribution
LHGP012015AF,12/31/15,,,,,,180538, $-   ,180538, $-   ,700832,,NAV
LHGP012015AF,2/2/16,-23191,,,,, $-   ,23191,23191,-23191,,,Contribution
LHGP012015AF,2/2/16,125312,,125312,125312,, $-   ,-125312,-125312,125312,,,Distribution
LHGP012015AF,3/31/16,,,,,,-12007, $-   ,-12007, $-   ,586705,,NAV
LHGP012015AF,6/2/16,-94320,,,,, $-   ,94320,94320,-94320,,,Contribution
LHGP012015AF,6/2/16,592,,592,592,, $-   ,-592,-592,592,,,Distribution
LHGP012015AF,6/30/16,24756,,24756,24756,, $-   ,-24756,-24756,24756,,,Distribution
LHGP012015AF,6/30/16,,,,,,-3289, $-   ,-3289, $-   ,677144,,NAV
LHGP012015AF,9/7/16,-19121,,,,, $-   ,19121,19121,-19121,,,Contribution
LHGP012015AF,9/7/16,2392,,225,225,, $-   ,-2392,-2392,225,,,Distribution
LHGP012015AF,9/30/16,,,,,,49926, $-   ,49926, $-   ,719043,,NAV
LHGP012015AF,12/5/16,-102956,,,,, $-   ,102956,102956,-102956,,,Contribution
LHGP012015AF,12/30/16,-65812,,,,, $-   ,65812,65812,-65812,,,Contribution
LHGP012015AF,12/30/16,225037,,142124,,, $-   ,-225037,-225037, $-   ,,,Distribution
LHGP012015AF,12/31/16,,,,,,134911, $-   ,134911, $-   ,797685,,NAV
LHGP012015AF,3/31/17,,,,,,149080, $-   ,149080, $-   ,946765,,NAV
LHGP012015AF,4/14/17,-88209,,,,, $-   ,88209,88209,-88209,,,Contribution
LHGP012015AF,4/14/17,183523,,44863,,, $-   ,-183523,-183523, $-   ,,,Distribution
LHGP012015AF,6/30/17,,,,,,26112, $-   ,26112, $-   ,877563,,NAV
LHGP012015AF,7/5/17,-213939,,,,, $-   ,213939,213939,-213939,,,Contribution
LHGP012015AF,7/5/17,37214,,10616,,, $-   ,-37214,-37214, $-   ,,,Distribution
LHGP012015AF,7/21/17,98712,,17169,,, $-   ,-98712,-98712, $-   ,,,Distribution
LHGP012015AF,9/8/17,300132,,91990,,, $-   ,-300132,-300132, $-   ,,,Distribution
LHGP012015AF,9/8/17,-3046,,,,, $-   ,3046,3046,-3046,,,Contribution
LHGP012015AF,9/27/17,161208,,71062,,, $-   ,-161208,-161208, $-   ,,,Distribution
LHGP012015AF,9/27/17,-68426,,,,, $-   ,68426,68426,-68426,,,Contribution
LHGP012015AF,9/30/17,,,,,,29824, $-   ,29824, $-   ,595532,,NAV
LHGP012015AF,12/11/17,103474,,48990,,, $-   ,-103474,-103474, $-   ,,,Distribution
LHGP012015AF,12/11/17,-42775,,,,, $-   ,42775,42775,-42775,,,Contribution
LHGP012015AF,12/31/17,,,,,,316046, $-   ,316046, $-   ,850879,,NAV
LHGP012015AF,2/28/18,-93760,-10489,,,, $-   ,83271,83271,-93760,,,Contribution
LHGP012015AF,2/28/18,3330,,,,, $-   ,-3330,-3330, $-   ,,,Distribution
LHGP012015AF,3/31/18,,,,,,-37108, $-   ,-37108, $-   ,893712,,NAV
BBPE042011AF,12/1/11, $-   ,,,,,,,,3000000,,,Commitment
BBPE042011AF,12/14/11,-315000,,,,, $-   ,315000,315000,-315000,,,Contribution
BBPE042011AF,7/25/12,-304321,,,,, $-   ,304321,304321,-304321,,,Contribution
BBPE042011AF,3/22/13,-243478,,,,, $-   ,243478,243478,-243478,,,Contribution
BBPE042011AF,6/25/13,-82609,,,,, $-   ,82609,82609,-82609,,,Contribution
BBPE042011AF,9/13/13,-194960,,,,, $-   ,194960,194960,-194960,,,Contribution
BBPE042011AF,11/18/13,91465,,,,, $-   ,-91465,-91465, $-   ,,,Distribution
BBPE042011AF,3/14/14,-44595,,,,, $-   ,44595,44595,-44595,,,Contribution
BBPE042011AF,5/9/14,-52864,,,,, $-   ,52864,52864,-52864,,,Contribution
BBPE042011AF,6/20/14,-237117,,,,, $-   ,237117,237117,-237117,,,Contribution
BBPE042011AF,8/13/14,-195600,,,,, $-   ,195600,195600,-195600,,,Contribution
BBPE042011AF,9/25/14,-86957,,,,, $-   ,86957,86957,-86957,,,Contribution
BBPE042011AF,9/30/14,,,,,,-9973, $-   ,-9973, $-   ,1656064,,NAV
BBPE042011AF,11/4/14,-173913,,,,, $-   ,173913,173913,-173913,,,Contribution
BBPE042011AF,12/31/14,,,,,,102367, $-   ,102367, $-   ,1932344,,NAV
BBPE042011AF,3/30/15,-225043,,,,, $-   ,225043,225043,-225043,,,Contribution
BBPE042011AF,3/31/15,,,,,,41372, $-   ,41372, $-   ,2198758,,NAV
BBPE042011AF,5/27/15,79765,,,,, $-   ,-79765,-79765, $-   ,,,Distribution
BBPE042011AF,6/30/15,,,,,,-23153, $-   ,-23153, $-   ,2095840,,NAV
BBPE042011AF,9/30/15,,,,,,43762, $-   ,43762, $-   ,2139602,,NAV
BBPE042011AF,12/31/15,,,,,,41333, $-   ,41333, $-   ,2180935,,NAV
BBPE042011AF,3/31/16,,,,,,46202, $-   ,46202, $-   ,2227138,,NAV
BBPE042011AF,6/30/16,,,,,,51513, $-   ,51513, $-   ,2278651,,NAV
BBPE042011AF,7/27/16,-303078,,,,, $-   ,303078,303078,-303078,,,Contribution
BBPE042011AF,9/30/16,,,,,,68919, $-   ,68919, $-   ,2650648,,NAV
BBPE042011AF,12/9/16,-47194,,,,, $-   ,47194,47194,-47194,,,Contribution
BBPE042011AF,12/31/16,,,,,,77553, $-   ,77553, $-   ,2775395,,NAV
BBPE042011AF,3/31/17,,,,,,88657, $-   ,88657, $-   ,2864052,,NAV
BBPE042011AF,6/30/17,,,,,,215390, $-   ,215390, $-   ,3079442,,NAV
BBPE042011AF,8/3/17,663175,,,,, $-   ,-663175,-663175, $-   ,,,Distribution
BBPE042011AF,9/30/17,,,,,,89359, $-   ,89359, $-   ,2505626,,NAV
BBPE042011AF,12/8/17,304012,,,,, $-   ,-304012,-304012, $-   ,,,Distribution
BBPE042011AF,12/31/17,,,,,,70751, $-   ,70751, $-   ,2272365,,NAV
BBPE042011AF,2/28/18,-19983,,,,, $-   ,19983,19983,-19983,,,Contribution
BBPE042011M1,12/1/11,,,,,,,,,5000000,,,
BBPE042011M1,12/14/11,-525000,,,,, $-   ,525000,525000,-525000,,,Contribution
BBPE042011M1,7/25/12,-507202,,,,, $-   ,507202,507202,-507202,,,Contribution
BBPE042011M1,3/22/13,-405797,,,,, $-   ,405797,405797,-405797,,,Contribution
BBPE042011M1,6/25/13,-137681,,,,, $-   ,137681,137681,-137681,,,Contribution
BBPE042011M1,9/13/13,-324934,,,,, $-   ,324934,324934,-324934,,,Contribution
BBPE042011M1,11/18/13,152442,,,,, $-   ,-152442,-152442, $-   ,,,Distribution
BBPE042011M1,3/14/14,-74326,,,,, $-   ,74326,74326,-74326,,,Contribution
BBPE042011M1,5/9/14,-88107,,,,, $-   ,88107,88107,-88107,,,Contribution
BBPE042011M1,6/20/14,-395195,,,,, $-   ,395195,395195,-395195,,,Contribution
BBPE042011M1,8/13/14,-326000,,,,, $-   ,326000,326000,-326000,,,Contribution
BBPE042011M1,9/25/14,-144928,,,,, $-   ,144928,144928,-144928,,,Contribution
BBPE042011M1,9/30/14,,,,,,-16622, $-   ,-16622, $-   ,2760106,,NAV
BBPE042011M1,11/4/14,-289855,,,,, $-   ,289855,289855,-289855,,,Contribution
BBPE042011M1,12/31/14,,,,,,170612, $-   ,170612, $-   ,3220573,,NAV
BBPE042011M1,3/30/15,-375072,,,,, $-   ,375072,375072,-375072,,,Contribution
BBPE042011M1,3/31/15,,,,,,68953, $-   ,68953, $-   ,3664597,,NAV
BBPE042011M1,5/27/15,132942,,,,, $-   ,-132942,-132942, $-   ,,,Distribution
BBPE042011M1,6/30/15,,,,,,-38588, $-   ,-38588, $-   ,3493067,,NAV
BBPE042011M1,9/30/15,,,,,,72937, $-   ,72937, $-   ,3566004,,NAV
BBPE042011M1,12/31/15,,,,,,68888, $-   ,68888, $-   ,3634892,,NAV
BBPE042011M1,3/31/16,,,,,,77004, $-   ,77004, $-   ,3711896,,NAV
BBPE042011M1,6/30/16,,,,,,85855, $-   ,85855, $-   ,3797751,,NAV
BBPE042011M1,7/27/16,-505129,,,,, $-   ,505129,505129,-505129,,,Contribution
BBPE042011M1,9/30/16,,,,,,114866, $-   ,114866, $-   ,4417746,,NAV
BBPE042011M1,12/9/16,-78657,,,,, $-   ,78657,78657,-78657,,,Contribution
BBPE042011M1,12/31/16,,,,,,129696, $-   ,129696, $-   ,4626099,,NAV
BBPE042011M1,3/31/17,,,,,,147632, $-   ,147632, $-   ,4773731,,NAV
BBPE042011M1,6/30/17,,,,,,358896, $-   ,358896, $-   ,5132627,,NAV
BBPE042011M1,8/3/17,1105292,,,,, $-   ,-1105292,-1105292, $-   ,,,Distribution
BBPE042011M1,9/30/17,,,,,,148851, $-   ,148851, $-   ,4176186,,NAV
BBPE042011M1,12/8/17,506686,,,,, $-   ,-506686,-506686, $-   ,,,Distribution
BBPE042011M1,12/31/17,,,,,,117776, $-   ,117776, $-   ,3787276,,NAV
BBPE042011M1,2/28/18,-33305,,,,, $-   ,33305,33305,-33305,,,Contribution
OMDR012011AF,8/1/11, $-   ,,,,,,,,2000000,,,Commitment
OMDR012011AF,8/30/11,-50000,,,,, $-   ,50000,50000,-50000,,,Contribution
OMDR012011AF,11/15/11,-314000,,,,, $-   ,314000,314000,-314000,,,Contribution
OMDR012011AF,5/11/12,27654,,,,, $-   ,-27654,-27654, $-   ,,,Distribution
OMDR012011AF,8/17/12,-176000,,,,, $-   ,176000,176000,-176000,,,Contribution
OMDR012011AF,9/26/12,22548,,,,, $-   ,-22548,-22548, $-   ,,,Distribution
OMDR012011AF,12/31/12,,,,,,64106, $-   ,64106, $-   ,553904,,NAV
